time_s,time_us,time_steady,seconds_steady,temperature,pressure,altitude,seq,srcSystem,srcComponent,time_gregorian
315964804,852200,7395,7.395,11.0600004196167,102839,-125.271476745605,76,13,1,1980-01-06T03:00:04
315964805,852200,8395,8.395,11.0799999237061,102845,-125.764953613281,88,13,1,1980-01-06T03:00:05
315964806,852200,9395,9.395,11.0699996948242,102838,-125.189231872559,101,13,1,1980-01-06T03:00:06
315964807,852200,10395,10.395,11.0799999237061,102839,-125.271476745605,112,13,1,1980-01-06T03:00:07
315964808,852200,11395,11.395,11.0900001525879,102847,-125.92945098877,123,13,1,1980-01-06T03:00:08
315964809,852200,12395,12.395,11.0900001525879,102847,-125.92945098877,136,13,1,1980-01-06T03:00:09
315964810,852200,13395,13.395,11.0900001525879,102846,-125.847198486328,148,13,1,1980-01-06T03:00:10
315964811,852200,14395,14.395,11.0900001525879,102838,-125.189231872559,159,13,1,1980-01-06T03:00:11
315964812,852200,15395,15.395,11.0900001525879,102836,-125.02473449707,172,13,1,1980-01-06T03:00:12
315964813,852200,16395,16.395,11.0900001525879,102836,-125.02473449707,183,13,1,1980-01-06T03:00:13
315964814,852200,17395,17.395,11.1000003814697,102837,-125.106986999512,194,13,1,1980-01-06T03:00:14
315964815,852200,18395,18.395,11.1199998855591,102845,-125.764953613281,208,13,1,1980-01-06T03:00:15
315964816,852200,19395,19.395,11.1199998855591,102846,-125.847198486328,219,13,1,1980-01-06T03:00:16
315964817,852200,20395,20.395,11.1199998855591,102838,-125.189231872559,230,13,1,1980-01-06T03:00:17
315964818,852200,21395,21.395,11.1300001144409,102843,-125.600463867188,243,13,1,1980-01-06T03:00:18
315964819,852200,22395,22.395,11.1300001144409,102842,-125.518218994141,254,13,1,1980-01-06T03:00:19
315964820,852200,23395,23.395,11.1400003433228,102843,-125.600463867188,10,13,1,1980-01-06T03:00:20
315964821,852200,24395,24.395,11.1499996185303,102847,-125.92945098877,23,13,1,1980-01-06T03:00:21
315964822,852200,25395,25.395,11.1599998474121,102847,-125.92945098877,34,13,1,1980-01-06T03:00:22
315964823,852200,26395,26.395,11.1800003051758,102846,-125.847198486328,45,13,1,1980-01-06T03:00:23
315964824,852200,27395,27.395,11.1800003051758,102843,-125.600463867188,58,13,1,1980-01-06T03:00:24
315964825,852200,28395,28.395,11.1899995803833,102844,-125.682708740234,70,13,1,1980-01-06T03:00:25
315964826,852200,29395,29.395,11.1999998092651,102847,-125.92945098877,81,13,1,1980-01-06T03:00:26
315964827,852200,30395,30.395,11.210000038147,102847,-125.92945098877,94,13,1,1980-01-06T03:00:27
315964828,852200,31395,31.395,11.2299995422363,102846,-125.847198486328,105,13,1,1980-01-06T03:00:28
315964829,852200,32395,32.395,11.2399997711182,102842,-125.518218994141,116,13,1,1980-01-06T03:00:29
315964830,852200,33395,33.395,11.2600002288818,102845,-125.764953613281,130,13,1,1980-01-06T03:00:30
315964831,852200,34395,34.395,11.2799997329712,102845,-125.764953613281,141,13,1,1980-01-06T03:00:31
315964832,852200,35395,35.395,11.2799997329712,102844,-125.682708740234,152,13,1,1980-01-06T03:00:32
315964833,852200,36395,36.395,11.2799997329712,102844,-125.682708740234,165,13,1,1980-01-06T03:00:33
315964834,852200,37395,37.395,11.289999961853,102846,-125.847198486328,176,13,1,1980-01-06T03:00:34
315964835,852200,38395,38.395,11.3000001907349,102841,-125.435966491699,188,13,1,1980-01-06T03:00:35
315964836,852200,39395,39.395,11.3199996948242,102844,-125.682708740234,201,13,1,1980-01-06T03:00:36
315964837,852200,40395,40.395,11.3199996948242,102842,-125.518218994141,212,13,1,1980-01-06T03:00:37
315964838,852200,41395,41.395,11.3199996948242,102843,-125.600463867188,223,13,1,1980-01-06T03:00:38
315964839,852200,42395,42.395,11.3199996948242,102846,-125.847198486328,236,13,1,1980-01-06T03:00:39
315964840,852200,43395,43.395,11.3299999237061,102846,-125.847198486328,248,13,1,1980-01-06T03:00:40
315964841,852200,44395,44.395,11.3400001525879,102847,-125.92945098877,3,13,1,1980-01-06T03:00:41
315964842,852200,45395,45.395,11.3500003814697,102846,-125.847198486328,16,13,1,1980-01-06T03:00:42
315964843,852200,46395,46.395,11.3699998855591,102842,-125.518218994141,27,13,1,1980-01-06T03:00:43
315964844,852200,47395,47.395,11.3999996185303,102845,-125.764953613281,38,13,1,1980-01-06T03:00:44
315964845,852200,48395,48.395,11.3999996185303,102842,-125.518218994141,52,13,1,1980-01-06T03:00:45
315964846,852200,49395,49.395,11.4300003051758,102844,-125.682708740234,63,13,1,1980-01-06T03:00:46
315964847,852200,50395,50.395,11.4399995803833,102843,-125.600463867188,74,13,1,1980-01-06T03:00:47
315964848,852200,51395,51.395,11.4499998092651,102838,-125.189231872559,87,13,1,1980-01-06T03:00:48
315964849,852200,52395,52.395,11.460000038147,102837,-125.106986999512,98,13,1,1980-01-06T03:00:49
315964850,852200,53395,53.395,11.4700002670288,102840,-125.353721618652,110,13,1,1980-01-06T03:00:50
315964851,852200,54395,54.395,11.4799995422363,102840,-125.353721618652,123,13,1,1980-01-06T03:00:51
315964852,852200,55395,55.395,11.5,102844,-125.682708740234,134,13,1,1980-01-06T03:00:52
315964853,852200,56395,56.395,11.5100002288818,102845,-125.764953613281,145,13,1,1980-01-06T03:00:53
315964854,852200,57395,57.395,11.5200004577637,102842,-125.518218994141,158,13,1,1980-01-06T03:00:54
315964855,852200,58395,58.395,11.5500001907349,102842,-125.518218994141,170,13,1,1980-01-06T03:00:55
315964856,852200,59395,59.395,11.5600004196167,102843,-125.600463867188,181,13,1,1980-01-06T03:00:56
315964857,852200,60395,60.395,11.5900001525879,102845,-125.764953613281,194,13,1,1980-01-06T03:00:57
315964858,852200,61395,61.395,11.6099996566772,102844,-125.682708740234,205,13,1,1980-01-06T03:00:58
315964859,852200,62395,62.395,11.6199998855591,102845,-125.764953613281,216,13,1,1980-01-06T03:00:59
315964860,852200,63395,63.395,11.6300001144409,102842,-125.518218994141,230,13,1,1980-01-06T03:01:00
315964861,852200,64395,64.395,11.6499996185303,102842,-125.518218994141,241,13,1,1980-01-06T03:01:01
315964862,852200,65395,65.395,11.6700000762939,102846,-125.847198486328,252,13,1,1980-01-06T03:01:02
315964863,852200,66395,66.395,11.6899995803833,102842,-125.518218994141,9,13,1,1980-01-06T03:01:03
315964864,852200,67395,67.395,11.710000038147,102847,-125.92945098877,20,13,1,1980-01-06T03:01:04
315964865,852200,68395,68.395,11.7200002670288,102848,-126.011695861816,32,13,1,1980-01-06T03:01:05
315964866,852200,69395,69.395,11.7399997711182,102843,-125.600463867188,45,13,1,1980-01-06T03:01:06
315964867,852200,70395,70.395,11.75,102843,-125.600463867188,56,13,1,1980-01-06T03:01:07
315964869,852200,72395,72.395,11.7799997329712,102843,-125.600463867188,80,13,1,1980-01-06T03:01:09
315964870,852200,73395,73.395,11.8000001907349,102844,-125.682708740234,92,13,1,1980-01-06T03:01:10
315964871,852200,74395,74.395,11.8100004196167,102849,-126.093940734863,103,13,1,1980-01-06T03:01:11
315964872,852200,75395,75.395,11.8299999237061,102844,-125.682708740234,116,13,1,1980-01-06T03:01:12
315964873,852200,76395,76.395,11.8400001525879,102843,-125.600463867188,127,13,1,1980-01-06T03:01:13
315964874,852200,77395,77.395,11.8400001525879,102843,-125.600463867188,138,13,1,1980-01-06T03:01:14
315964875,852200,78395,78.395,11.8500003814697,102843,-125.600463867188,152,13,1,1980-01-06T03:01:15
315964876,852200,79395,79.395,11.8599996566772,102842,-125.518218994141,163,13,1,1980-01-06T03:01:16
315964877,852200,80395,80.395,11.8699998855591,102847,-125.92945098877,174,13,1,1980-01-06T03:01:17
315964878,852200,81395,81.395,11.8800001144409,102846,-125.847198486328,187,13,1,1980-01-06T03:01:18
315964879,852200,82395,82.395,11.8900003433228,102847,-125.92945098877,198,13,1,1980-01-06T03:01:19
315964880,852200,83395,83.395,11.8900003433228,102845,-125.764953613281,210,13,1,1980-01-06T03:01:20
315964881,852200,84395,84.395,11.9099998474121,102846,-125.847198486328,223,13,1,1980-01-06T03:01:21
315964882,852200,85395,85.395,11.9200000762939,102848,-126.011695861816,234,13,1,1980-01-06T03:01:22
315964883,852200,86395,86.395,11.9200000762939,102849,-126.093940734863,245,13,1,1980-01-06T03:01:23
315964884,852200,87395,87.395,11.9300003051758,102851,-126.258430480957,2,13,1,1980-01-06T03:01:24
315964885,852200,88395,88.395,11.9300003051758,102846,-125.847198486328,14,13,1,1980-01-06T03:01:25
315964886,852200,89395,89.395,11.9300003051758,102846,-125.847198486328,25,13,1,1980-01-06T03:01:26
315964887,852200,90395,90.395,11.9399995803833,102849,-126.093940734863,38,13,1,1980-01-06T03:01:27
315964888,852200,91395,91.395,11.960000038147,102849,-126.093940734863,49,13,1,1980-01-06T03:01:28
315964889,852200,92395,92.395,11.9799995422363,102850,-126.17618560791,60,13,1,1980-01-06T03:01:29
315964890,852200,93395,93.395,11.9799995422363,102850,-126.17618560791,74,13,1,1980-01-06T03:01:30
315964891,852200,94395,94.395,11.9799995422363,102847,-125.92945098877,85,13,1,1980-01-06T03:01:31
315964892,852200,95395,95.395,12,102852,-126.340682983398,96,13,1,1980-01-06T03:01:32
315964893,852200,96395,96.395,12,102847,-125.92945098877,109,13,1,1980-01-06T03:01:33
315964894,852200,97395,97.395,12,102846,-125.847198486328,120,13,1,1980-01-06T03:01:34
315964895,852200,98395,98.395,12.0100002288818,102851,-126.258430480957,132,13,1,1980-01-06T03:01:35
315964896,852200,99395,99.395,12.0299997329712,102848,-126.011695861816,145,13,1,1980-01-06T03:01:36
315964897,852200,100395,100.395,12.0299997329712,102851,-126.258430480957,156,13,1,1980-01-06T03:01:37
315964898,852200,101395,101.395,12.039999961853,102847,-125.92945098877,167,13,1,1980-01-06T03:01:38
315964899,852200,102395,102.395,12.0600004196167,102847,-125.92945098877,180,13,1,1980-01-06T03:01:39
315964900,852200,103395,103.395,12.0699996948242,102848,-126.011695861816,192,13,1,1980-01-06T03:01:40
315964901,852200,104395,104.395,12.0900001525879,102850,-126.17618560791,203,13,1,1980-01-06T03:01:41
315964902,852200,105395,105.395,12.1000003814697,102851,-126.258430480957,216,13,1,1980-01-06T03:01:42
315964903,852200,106395,106.395,12.1000003814697,102850,-126.17618560791,227,13,1,1980-01-06T03:01:43
315964904,852200,107395,107.395,12.1000003814697,102849,-126.093940734863,238,13,1,1980-01-06T03:01:44
315964905,852200,108395,108.395,12.1099996566772,102849,-126.093940734863,252,13,1,1980-01-06T03:01:45
315964906,852200,109395,109.395,12.1199998855591,102851,-126.258430480957,7,13,1,1980-01-06T03:01:46
315964907,852200,110395,110.395,12.1300001144409,102848,-126.011695861816,18,13,1,1980-01-06T03:01:47
315964908,852200,111395,111.395,12.1599998474121,102852,-126.340682983398,31,13,1,1980-01-06T03:01:48
315964909,852200,112395,112.395,12.210000038147,102851,-126.258430480957,42,13,1,1980-01-06T03:01:49
315964910,852200,113395,113.395,12.2299995422363,102851,-126.258430480957,54,13,1,1980-01-06T03:01:50
315964911,852200,114395,114.395,12.25,102849,-126.093940734863,67,13,1,1980-01-06T03:01:51
315964912,852200,115395,115.395,12.2600002288818,102850,-126.17618560791,78,13,1,1980-01-06T03:01:52
315964913,852200,116395,116.395,12.2600002288818,102849,-126.093940734863,89,13,1,1980-01-06T03:01:53
315964914,852200,117395,117.395,12.2600002288818,102852,-126.340682983398,102,13,1,1980-01-06T03:01:54
315964915,852200,118395,118.395,12.2600002288818,102852,-126.340682983398,114,13,1,1980-01-06T03:01:55
315964916,852200,119395,119.395,12.2600002288818,102847,-125.92945098877,125,13,1,1980-01-06T03:01:56
315964917,852200,120395,120.395,12.2700004577637,102848,-126.011695861816,138,13,1,1980-01-06T03:01:57
315964918,852200,121395,121.395,12.2799997329712,102849,-126.093940734863,149,13,1,1980-01-06T03:01:58
315964919,852200,122395,122.395,12.289999961853,102849,-126.093940734863,160,13,1,1980-01-06T03:01:59
315964920,852200,123395,123.395,12.3000001907349,102849,-126.093940734863,174,13,1,1980-01-06T03:02:00
315964921,852200,124395,124.395,12.3199996948242,102852,-126.340682983398,185,13,1,1980-01-06T03:02:01
315964922,852200,125395,125.395,12.3199996948242,102849,-126.093940734863,196,13,1,1980-01-06T03:02:02
315964923,852200,126395,126.395,12.3400001525879,102851,-126.258430480957,209,13,1,1980-01-06T03:02:03
315964924,852200,127395,127.395,12.3400001525879,102850,-126.17618560791,220,13,1,1980-01-06T03:02:04
315964925,852200,128395,128.395,12.3599996566772,102848,-126.011695861816,232,13,1,1980-01-06T03:02:05
315964926,852200,129395,129.395,12.3900003433228,102852,-126.340682983398,245,13,1,1980-01-06T03:02:06
315964927,852200,130395,130.395,12.3900003433228,102853,-126.422927856445,0,13,1,1980-01-06T03:02:07
315964928,852200,131395,131.395,12.3900003433228,102854,-126.505172729492,11,13,1,1980-01-06T03:02:08
315964929,852200,132395,132.395,12.3900003433228,102849,-126.093940734863,24,13,1,1980-01-06T03:02:09
315964930,852200,133395,133.395,12.3999996185303,102849,-126.093940734863,36,13,1,1980-01-06T03:02:10
315964931,852200,134395,134.395,12.4099998474121,102851,-126.258430480957,47,13,1,1980-01-06T03:02:11
315964932,852200,135395,135.395,12.4099998474121,102847,-125.92945098877,60,13,1,1980-01-06T03:02:12
315964933,852200,136395,136.395,12.4200000762939,102851,-126.258430480957,71,13,1,1980-01-06T03:02:13
315964934,852200,137395,137.395,12.4399995803833,102852,-126.340682983398,82,13,1,1980-01-06T03:02:14
315964935,852200,138395,138.395,12.4499998092651,102848,-126.011695861816,96,13,1,1980-01-06T03:02:15
315964936,852200,139395,139.395,12.4700002670288,102847,-125.92945098877,107,13,1,1980-01-06T03:02:16
315964937,852200,140395,140.395,12.4799995422363,102849,-126.093940734863,118,13,1,1980-01-06T03:02:17
315964938,852200,141395,141.395,12.4799995422363,102846,-125.847198486328,131,13,1,1980-01-06T03:02:18
315964939,852200,142395,142.395,12.5,102849,-126.093940734863,142,13,1,1980-01-06T03:02:19
315964940,852200,143395,143.395,12.5100002288818,102849,-126.093940734863,154,13,1,1980-01-06T03:02:20
315964941,852200,144395,144.395,12.5200004577637,102848,-126.011695861816,167,13,1,1980-01-06T03:02:21
315964942,852200,145395,145.395,12.5200004577637,102846,-125.847198486328,178,13,1,1980-01-06T03:02:22
315964943,852200,146395,146.395,12.5299997329712,102848,-126.011695861816,189,13,1,1980-01-06T03:02:23
315964944,852200,147395,147.395,12.539999961853,102848,-126.011695861816,202,13,1,1980-01-06T03:02:24
315964945,852200,148395,148.395,12.5500001907349,102847,-125.92945098877,214,13,1,1980-01-06T03:02:25
315964946,852200,149395,149.395,12.5600004196167,102849,-126.093940734863,225,13,1,1980-01-06T03:02:26
315964947,852200,150395,150.395,12.5600004196167,102844,-125.682708740234,238,13,1,1980-01-06T03:02:27
315964948,852200,151395,151.395,12.5600004196167,102843,-125.600463867188,249,13,1,1980-01-06T03:02:28
315964949,852200,152395,152.395,12.5799999237061,102848,-126.011695861816,4,13,1,1980-01-06T03:02:29
315964950,852200,153395,153.395,12.5699996948242,102844,-125.682708740234,18,13,1,1980-01-06T03:02:30
315964951,852200,154395,154.395,12.5900001525879,102846,-125.847198486328,29,13,1,1980-01-06T03:02:31
315964952,852200,155395,155.395,12.6000003814697,102848,-126.011695861816,40,13,1,1980-01-06T03:02:32
315964953,852200,156395,156.395,12.5900001525879,102842,-125.518218994141,53,13,1,1980-01-06T03:02:33
315964954,852200,157395,157.395,12.6000003814697,102850,-126.17618560791,64,13,1,1980-01-06T03:02:34
315964955,852200,158395,158.395,12.6000003814697,102849,-126.093940734863,76,13,1,1980-01-06T03:02:35
315964956,852200,159395,159.395,12.6000003814697,102844,-125.682708740234,89,13,1,1980-01-06T03:02:36
315964957,852200,160395,160.395,12.6199998855591,102848,-126.011695861816,100,13,1,1980-01-06T03:02:37
315964958,852200,161395,161.395,12.6199998855591,102845,-125.764953613281,111,13,1,1980-01-06T03:02:38
315964959,852200,162395,162.395,12.6300001144409,102844,-125.682708740234,124,13,1,1980-01-06T03:02:39
315964960,852200,163395,163.395,12.6499996185303,102840,-125.353721618652,136,13,1,1980-01-06T03:02:40
315964961,852200,164395,164.395,12.6599998474121,102838,-125.189231872559,147,13,1,1980-01-06T03:02:41
315964962,852200,165395,165.395,12.6899995803833,102839,-125.271476745605,160,13,1,1980-01-06T03:02:42
315964963,852200,166395,166.395,12.6800003051758,102834,-124.860244750977,171,13,1,1980-01-06T03:02:43
315964964,852200,167395,167.395,12.6899995803833,102843,-125.600463867188,182,13,1,1980-01-06T03:02:44
315964965,852200,168395,168.395,12.6800003051758,102841,-125.435966491699,196,13,1,1980-01-06T03:02:45
315964966,852200,169395,169.395,12.6700000762939,102835,-124.942489624023,207,13,1,1980-01-06T03:02:46
315964967,852200,170395,170.395,12.6800003051758,102834,-124.860244750977,218,13,1,1980-01-06T03:02:47
315964968,852200,171395,171.395,12.6599998474121,102833,-124.77799987793,231,13,1,1980-01-06T03:02:48
315964969,852200,172395,172.395,12.6599998474121,102835,-124.942489624023,242,13,1,1980-01-06T03:02:49
315964970,852200,173395,173.395,12.6700000762939,102841,-125.435966491699,254,13,1,1980-01-06T03:02:50
315964971,852200,174395,174.395,12.6700000762939,102841,-125.435966491699,11,13,1,1980-01-06T03:02:51
315964972,852200,175395,175.395,12.6599998474121,102840,-125.353721618652,22,13,1,1980-01-06T03:02:52
315964973,852200,176395,176.395,12.6499996185303,102834,-124.860244750977,33,13,1,1980-01-06T03:02:53
315964974,852200,177395,177.395,12.6599998474121,102838,-125.189231872559,46,13,1,1980-01-06T03:02:54
315964975,852200,178395,178.395,12.6800003051758,102842,-125.518218994141,58,13,1,1980-01-06T03:02:55
315964976,852200,179395,179.395,12.6899995803833,102846,-125.847198486328,69,13,1,1980-01-06T03:02:56
315964977,852200,180395,180.395,12.6999998092651,102846,-125.847198486328,82,13,1,1980-01-06T03:02:57
315964978,852200,181395,181.395,12.6999998092651,102841,-125.435966491699,93,13,1,1980-01-06T03:02:58
315964979,852200,182395,182.395,12.6999998092651,102842,-125.518218994141,104,13,1,1980-01-06T03:02:59
315964980,852200,183395,183.395,12.7200002670288,102844,-125.682708740234,118,13,1,1980-01-06T03:03:00
315964981,852200,184395,184.395,12.7299995422363,102841,-125.435966491699,129,13,1,1980-01-06T03:03:01
315964982,852200,185395,185.395,12.7399997711182,102847,-125.92945098877,140,13,1,1980-01-06T03:03:02
315964983,852200,186395,186.395,12.7399997711182,102845,-125.764953613281,153,13,1,1980-01-06T03:03:03
315964984,852200,187395,187.395,12.75,102842,-125.518218994141,164,13,1,1980-01-06T03:03:04
315964985,852200,188395,188.395,12.7700004577637,102844,-125.682708740234,176,13,1,1980-01-06T03:03:05
315964986,852200,189395,189.395,12.7799997329712,102839,-125.271476745605,189,13,1,1980-01-06T03:03:06
315964987,852200,190395,190.395,12.7799997329712,102837,-125.106986999512,200,13,1,1980-01-06T03:03:07
315964988,852200,191395,191.395,12.8000001907349,102842,-125.518218994141,211,13,1,1980-01-06T03:03:08
315964989,852200,192395,192.395,12.8100004196167,102845,-125.764953613281,224,13,1,1980-01-06T03:03:09
315964990,852200,193395,193.395,12.8299999237061,102843,-125.600463867188,236,13,1,1980-01-06T03:03:10
315964991,852200,194395,194.395,12.8299999237061,102836,-125.02473449707,247,13,1,1980-01-06T03:03:11
315964992,852200,195395,195.395,12.8299999237061,102838,-125.189231872559,4,13,1,1980-01-06T03:03:12
315964993,852200,196395,196.395,12.8400001525879,102842,-125.518218994141,15,13,1,1980-01-06T03:03:13
315964994,852200,197395,197.395,12.8500003814697,102835,-124.942489624023,26,13,1,1980-01-06T03:03:14
315964995,852200,198395,198.395,12.8699998855591,102842,-125.518218994141,40,13,1,1980-01-06T03:03:15
315964996,852200,199395,199.395,12.8699998855591,102840,-125.353721618652,51,13,1,1980-01-06T03:03:16
315964999,783200,200395,200.395,12.8699998855591,102838,-125.189231872559,62,13,1,1980-01-06T03:03:19
315965000,783200,201395,201.395,12.8800001144409,102839,-125.271476745605,75,13,1,1980-01-06T03:03:20
315965001,783200,202395,202.395,12.8900003433228,102841,-125.435966491699,86,13,1,1980-01-06T03:03:21
315965002,783200,203395,203.395,12.8999996185303,102838,-125.189231872559,98,13,1,1980-01-06T03:03:22
315965003,783200,204395,204.395,12.8999996185303,102840,-125.353721618652,111,13,1,1980-01-06T03:03:23
315965004,783200,205395,205.395,12.9099998474121,102842,-125.518218994141,122,13,1,1980-01-06T03:03:24
315965005,783200,206395,206.395,12.9200000762939,102843,-125.600463867188,133,13,1,1980-01-06T03:03:25
315965006,783200,207395,207.395,12.9300003051758,102843,-125.600463867188,146,13,1,1980-01-06T03:03:26
315965007,783200,208395,208.395,12.9499998092651,102846,-125.847198486328,158,13,1,1980-01-06T03:03:27
315965008,783200,209395,209.395,12.9700002670288,102841,-125.435966491699,169,13,1,1980-01-06T03:03:28
315965009,783200,210395,210.395,12.9799995422363,102842,-125.518218994141,182,13,1,1980-01-06T03:03:29
315965010,783200,211395,211.395,13.0100002288818,102829,-124.449012756348,193,13,1,1980-01-06T03:03:30
315965011,783200,212395,212.395,13.0100002288818,102793,-121.488143920898,204,13,1,1980-01-06T03:03:31
315965012,783200,213395,213.395,12.9899997711182,102733,-116.55004119873,218,13,1,1980-01-06T03:03:32
315965013,783200,214395,214.395,12.9899997711182,102649,-109.634323120117,229,13,1,1980-01-06T03:03:33
315965014,783200,215395,215.395,12.9799995422363,102563,-102.547477722168,240,13,1,1980-01-06T03:03:34
315965015,783200,216395,216.395,13,102472,-95.0438232421875,253,13,1,1980-01-06T03:03:35
315965016,783200,217395,217.395,12.9899997711182,102378,-87.2876205444336,8,13,1,1980-01-06T03:03:36
315965017,783200,218395,218.395,13,102296,-80.5173187255859,20,13,1,1980-01-06T03:03:37
315965018,783200,219395,219.395,13,102201,-72.6665802001953,33,13,1,1980-01-06T03:03:38
315965019,783200,220395,220.395,13,102119,-65.8857345581055,44,13,1,1980-01-06T03:03:39
315965020,783200,221395,221.395,12.9799995422363,102061,-61.0876998901367,55,13,1,1980-01-06T03:03:40
315965021,783200,222395,222.395,12.9499998092651,101971,-53.6367149353027,68,13,1,1980-01-06T03:03:41
315965022,783200,223395,223.395,12.960000038147,101889,-46.8438758850098,80,13,1,1980-01-06T03:03:42
315965023,783200,224395,224.395,12.9300003051758,101813,-40.5445823669434,91,13,1,1980-01-06T03:03:43
315965024,783200,225395,225.395,12.8900003433228,101728,-33.4934196472168,104,13,1,1980-01-06T03:03:44
315965025,783200,226395,226.395,12.8900003433228,101653,-27.2687168121338,115,13,1,1980-01-06T03:03:45
315965026,783200,227395,227.395,12.8599996566772,101551,-18.7973251342773,126,13,1,1980-01-06T03:03:46
315965027,783200,228395,228.395,12.8400001525879,101454,-10.7344636917114,140,13,1,1980-01-06T03:03:47
315965028,783200,229395,229.395,12.8500003814697,101377,-4.32741689682007,151,13,1,1980-01-06T03:03:48
315965029,783200,230395,230.395,12.789999961853,101282,3.5812349319458,162,13,1,1980-01-06T03:03:49
315965030,783200,231395,231.395,12.7600002288818,101196,10.7443828582764,175,13,1,1980-01-06T03:03:50
315965031,783200,232395,232.395,12.75,101104,18.4135456085205,186,13,1,1980-01-06T03:03:51
315965032,783200,233395,233.395,12.710000038147,100999,27.1734027862549,198,13,1,1980-01-06T03:03:52
315965033,783200,234395,234.395,12.6999998092651,100907,34.8548126220703,211,13,1,1980-01-06T03:03:53
315965034,783200,235395,235.395,12.6800003051758,100814,42.6250801086426,222,13,1,1980-01-06T03:03:54
315965035,783200,236395,236.395,12.6700000762939,100736,49.1463088989258,233,13,1,1980-01-06T03:03:55
315965036,783200,237395,237.395,12.6499996185303,100678,53.9990844726563,246,13,1,1980-01-06T03:03:56
315965037,783200,238395,238.395,12.6199998855591,100609,59.7731437683106,2,13,1,1980-01-06T03:03:57
315965038,783200,239395,239.395,12.6199998855591,100549,64.7987670898438,13,13,1,1980-01-06T03:03:58
315965039,783200,240395,240.395,12.6099996566772,100470,71.4175262451172,26,13,1,1980-01-06T03:03:59
315965040,783200,241395,241.395,12.6000003814697,100387,78.3767852783203,37,13,1,1980-01-06T03:04:00
315965041,783200,242395,242.395,12.6199998855591,100308,85.0055770874024,48,13,1,1980-01-06T03:04:01
315965042,783200,243395,243.395,12.6000003814697,100223,92.1414947509766,62,13,1,1980-01-06T03:04:02
315965043,783200,244395,244.395,12.5699996948242,100129,100.038108825684,73,13,1,1980-01-06T03:04:03
315965044,783200,245395,245.395,12.5299997329712,100032,108.195259094238,84,13,1,1980-01-06T03:04:04
315965045,783200,246395,246.395,12.5,99937,116.189506530762,97,13,1,1980-01-06T03:04:05
315965046,783200,247395,247.395,12.5,99861,122.588859558105,108,13,1,1980-01-06T03:04:06
315965047,783200,248395,248.395,12.4799995422363,99779,129.497756958008,120,13,1,1980-01-06T03:04:07
315965048,783200,249395,249.395,12.4700002670288,99713,135.063247680664,133,13,1,1980-01-06T03:04:08
315965049,783200,250395,250.395,12.4499998092651,99630,142.064895629883,144,13,1,1980-01-06T03:04:09
315965050,783200,251395,251.395,12.4399995803833,99552,148.649337768555,155,13,1,1980-01-06T03:04:10
315965051,783200,252395,252.395,12.4099998474121,99494,153.548751831055,168,13,1,1980-01-06T03:04:11
315965052,783200,253395,253.395,12.3800001144409,99441,158.026931762695,180,13,1,1980-01-06T03:04:12
315965053,783200,254395,254.395,12.3599996566772,99358,165.044937133789,191,13,1,1980-01-06T03:04:13
315965054,783200,255395,255.395,12.3299999237061,99277,171.897613525391,204,13,1,1980-01-06T03:04:14
315965055,783200,256395,256.395,12.3000001907349,99194,178.924530029297,215,13,1,1980-01-06T03:04:15
315965056,783200,257395,257.395,12.3000001907349,99112,185.872222900391,226,13,1,1980-01-06T03:04:16
315965057,783200,258395,258.395,12.3199996948242,99031,192.738906860352,240,13,1,1980-01-06T03:04:17
315965058,783200,259395,259.395,12.3000001907349,98953,199.355209350586,251,13,1,1980-01-06T03:04:18
315965059,783200,260395,260.395,12.2799997329712,98882,205.382720947266,6,13,1,1980-01-06T03:04:19
315965060,783200,261395,261.395,12.2600002288818,98820,210.647415161133,19,13,1,1980-01-06T03:04:20
315965061,783200,262395,262.395,12.1999998092651,98761,215.662017822266,30,13,1,1980-01-06T03:04:21
315965062,783200,263395,263.395,12.1599998474121,98696,221.187606811523,42,13,1,1980-01-06T03:04:22
315965063,783200,264395,264.395,12.1499996185303,98604,229.013763427734,55,13,1,1980-01-06T03:04:23
315965064,783200,265395,265.395,12.1199998855591,98528,235.484298706055,66,13,1,1980-01-06T03:04:24
315965065,783200,266395,266.395,12.0600004196167,98448,242.298721313477,77,13,1,1980-01-06T03:04:25
315965066,783200,267395,267.395,12.0200004577637,98363,249.543853759766,90,13,1,1980-01-06T03:04:26
315965067,783200,268395,268.395,11.9799995422363,98283,256.368713378906,102,13,1,1980-01-06T03:04:27
315965068,783200,269395,269.395,11.9399995803833,98213,262.343200683594,113,13,1,1980-01-06T03:04:28
315965069,783200,270395,270.395,11.8999996185303,98158,267.040313720703,126,13,1,1980-01-06T03:04:29
315965070,783200,271395,271.395,11.8599996566772,98087,273.10693359375,137,13,1,1980-01-06T03:04:30
315965071,783200,272395,272.395,11.8500003814697,98032,277.808715820312,148,13,1,1980-01-06T03:04:31
315965072,783200,273395,273.395,11.8100004196167,97948,284.993988037109,162,13,1,1980-01-06T03:04:32
315965073,783200,274395,274.395,11.7799997329712,97876,291.155639648438,173,13,1,1980-01-06T03:04:33
315965074,783200,275395,275.395,11.789999961853,97804,297.322662353516,184,13,1,1980-01-06T03:04:34
315965075,783200,276395,276.395,11.8000001907349,97718,304.693237304688,197,13,1,1980-01-06T03:04:35
315965076,783200,277395,277.395,11.8000001907349,97637,311.639190673828,208,13,1,1980-01-06T03:04:36
