time_s,time_us,time_steady,red_sensor_raw[0],red_sensor_raw[1],red_sensor_raw[2],red_rb,co_conc,ox_sensor_raw[0],ox_sensor_raw[1],ox_sensor_raw[2],ox_rb,no2_conc,nh3_sensor_raw[0],nh3_sensor_raw[1],nh3_sensor_raw[2],nh3_rb,nh3_conc,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909104,120400,2450581,4056,3542,3025,3,0.11917725205421448,3743,165,69,1,0.15617644786834717,4023,2263,1628,2,0.03505656495690346,93,13,0,2022-07-04T07:31:44,-261,-4.347993333333333,-260392,-4.3398666666666665,96.81640003840921
1656909105,335500,2451672,4056,3544,3027,3,0.1189212054014206,3742,166,69,1,0.1557045429944992,4023,2262,1628,2,0.03512050211429596,103,13,0,2022-07-04T07:31:45,-260,-4.327741666666666,-259301,-4.3216833333333335,96.08978271484375
1656909106,569500,2452906,4056,3545,3028,3,0.11879327148199081,3744,166,70,1,0.15665100514888763,4023,2263,1630,2,0.03505656495690346,111,13,0,2022-07-04T07:31:46,-259,-4.307175,-258067,-4.301116666666667,96.04967162937554
1656909107,571600,2454292,4056,3544,3026,3,0.11904919147491455,3743,166,70,1,0.15617644786834717,4023,2261,1628,2,0.03518455848097801,120,13,0,2022-07-04T07:31:47,-258,-4.290473333333334,-256681,-4.278016666666667,96.14637787201971
1656909109,846800,2456183,4056,3543,3026,3,0.11904919147491455,3743,166,70,1,0.15617644786834717,4024,2261,1628,2,0.03518455848097801,129,13,0,2022-07-04T07:31:49,-256,-4.252553333333333,-254790,-4.2465,96.82586668777057
1656909112,98800,2458435,4057,3542,3025,3,0.11917725205421448,3743,166,69,1,0.15617644786834717,4023,2260,1626,2,0.03524872660636902,137,13,0,2022-07-04T07:31:52,-253,-4.21502,-252538,-4.208966666666667,96.61433836995243
1656909113,492800,2459829,4056,3543,3026,3,0.11904919147491455,3742,165,70,1,0.1557045429944992,4023,2260,1627,2,0.03524872660636902,147,13,0,2022-07-04T07:31:53,-252,-4.191786666666667,-251144,-4.185733333333333,96.20436996473947
1656909117,990800,2464327,4066,3553,3018,3,0.12007532268762589,3745,166,70,1,0.157128244638443,4023,2269,1634,2,0.03467518836259842,173,13,0,2022-07-04T07:31:57,-248,-4.11682,-246646,-4.110766666666667,94.7703153532454
1656909119,741800,2466442,4056,3541,3022,3,0.11956177651882172,3743,166,70,1,0.15617644786834717,4023,2259,1626,2,0.03531299903988838,182,13,0,2022-07-04T07:31:59,-246,-4.087636666666667,-244531,-4.075516666666667,93.9639651527714
1656909121,464800,2467801,4056,3543,3025,3,0.11917725205421448,3740,166,69,1,0.15476858615875244,4023,2258,1624,2,0.035377394407987595,191,13,0,2022-07-04T07:32:01,-244,-4.05892,-243172,-4.052866666666667,96.39550176079271
1656909122,701800,2469038,4056,3543,3026,3,0.11904919147491455,3742,165,70,1,0.1557045429944992,4023,2258,1624,2,0.035377394407987595,200,13,0,2022-07-04T07:32:02,-243,-4.038303333333333,-241935,-4.03225,96.24184245876737
1656909123,826800,2470163,4057,3544,3027,3,0.1189212054014206,3742,165,70,1,0.1557045429944992,4023,2256,1625,2,0.03550649806857109,209,13,0,2022-07-04T07:32:03,-242,-4.0195533333333335,-240810,-4.0135,96.33129920959473
1656909125,639800,2471976,4056,3542,3024,3,0.11930535733699799,3742,166,69,1,0.1557045429944992,4023,2259,1626,2,0.03531299903988838,217,13,0,2022-07-04T07:32:05,-240,-3.9893366666666665,-238997,-3.9832833333333335,97.00826387051018
1656909127,459900,2474120,4059,3547,3028,3,0.11879327148199081,3746,166,70,1,0.15760818123817444,4023,2261,1627,2,0.03518455848097801,226,13,0,2022-07-04T07:32:07,-238,-3.9590016666666665,-236853,-3.94755,97.2184069455008
1656909129,9900,2475670,4056,3542,3025,3,0.11917725205421448,3742,166,69,1,0.1557045429944992,4023,2257,1624,2,0.03544188663363457,236,13,0,2022-07-04T07:32:09,-236,-3.9331683333333336,-235303,-3.9217166666666667,96.83451552071998
1656909130,100900,2476761,4062,3545,3027,3,0.1189212054014206,3746,165,70,1,0.15760818123817444,4029,2257,1621,2,0.03544188663363457,244,13,0,2022-07-04T07:32:10,-235,-3.914985,-234212,-3.9035333333333333,96.05542520720624
1656909132,869900,2479530,4056,3544,3026,3,0.11904919147491455,3742,166,70,1,0.1557045429944992,4023,2258,1624,2,0.035377394407987595,6,13,0,2022-07-04T07:32:12,-233,-3.868835,-231443,-3.8573833333333334,96.47754333707881
1656909134,729900,2481390,4056,3543,3026,3,0.11904919147491455,3745,166,69,1,0.157128244638443,4023,2262,1629,2,0.03512050211429596,14,13,0,2022-07-04T07:32:14,-231,-3.837835,-229583,-3.8263833333333332,96.71461389884288
1656909136,930000,2483266,4056,3543,3026,3,0.11904919147491455,3745,166,69,1,0.157128244638443,4023,2262,1629,2,0.03512050211429596,24,13,0,2022-07-04T07:32:16,-229,-3.8011666666666666,-227707,-3.7951166666666665,96.6227481282205
1656909138,198000,2484534,4056,3542,3024,3,0.11930535733699799,3741,165,70,1,0.15523526072502136,4021,2255,1622,2,0.03557121381163597,33,13,0,2022-07-04T07:32:18,-227,-3.7800333333333334,-226439,-3.7739833333333332,96.29466645643447
1656909139,289000,2485625,4056,3542,3025,3,0.11917725205421448,3742,165,69,1,0.1557045429944992,4023,2256,1622,2,0.03550649806857109,41,13,0,2022-07-04T07:32:19,-226,-3.7618500000000004,-225348,-3.7558000000000002,96.00577545166016
1656909140,380000,2486716,4056,3543,3026,3,0.11904919147491455,3741,165,69,1,0.15523526072502136,4023,2258,1595,2,0.035377394407987595,50,13,0,2022-07-04T07:32:20,-225,-3.743666666666667,-224257,-3.737616666666667,96.42599338983301
1656909142,938400,2489274,4056,3546,3026,3,0.11904919147491455,3745,166,70,1,0.157128244638443,4023,2260,1625,2,0.03524872660636902,59,13,0,2022-07-04T07:32:22,-223,-3.7010266666666665,-221699,-3.6949833333333335,97.2942975213548
1656909144,730400,2491066,4056,3530,2998,3,0.12265772372484207,3745,166,69,1,0.157128244638443,4023,2262,1629,2,0.03512050211429596,68,13,0,2022-07-04T07:32:24,-221,-3.67116,-219907,-3.665116666666667,96.95062037952538
1656909146,307400,2492643,4056,3539,3018,3,0.12007532268762589,3741,165,69,1,0.15523526072502136,4023,2253,1620,2,0.03570098802447319,77,13,0,2022-07-04T07:32:26,-219,-3.6448766666666668,-218330,-3.6388333333333334,96.47800483299
1656909148,664400,2495000,4055,3543,3025,3,0.11917725205421448,3741,166,69,1,0.15523526072502136,4022,2255,1621,2,0.03557121381163597,94,13,0,2022-07-04T07:32:28,-217,-3.605593333333333,-215973,-3.5995500000000002,96.67732741411994
1656909150,238900,2496730,4059,3546,3027,3,0.1189212054014206,3744,166,70,1,0.15665100514888763,4022,2257,1623,2,0.03544188663363457,103,13,0,2022-07-04T07:32:30,-215,-3.5793516666666667,-214243,-3.5707166666666668,97.20927612025733
1656909152,20300,2498356,4056,3541,3023,3,0.11943353712558746,3726,164,70,1,0.14849722385406494,4026,2263,1629,2,0.03505656495690346,113,13,0,2022-07-04T07:32:32,-213,-3.5496616666666667,-212617,-3.5436166666666664,96.82950331489124
1656909154,346300,2500682,4053,3539,3023,3,0.11943353712558746,3742,166,70,1,0.1557045429944992,4022,2252,1618,2,0.035766035318374634,121,13,0,2022-07-04T07:32:34,-211,-3.5108949999999997,-210291,-3.50485,96.69198310779625
1656909155,437300,2501773,4056,3542,3024,3,0.11930535733699799,3743,166,70,1,0.15617644786834717,4023,2253,1619,2,0.03570098802447319,130,13,0,2022-07-04T07:32:35,-210,-3.4927116666666667,-209200,-3.4866666666666664,96.13943247038983
1656909156,528300,2502864,4056,3543,3025,3,0.11917725205421448,3743,166,69,1,0.15617644786834717,4022,2253,1619,2,0.03570098802447319,139,13,0,2022-07-04T07:32:36,-209,-3.474528333333333,-208109,-3.4684833333333334,96.12414022248126
1656909157,880300,2504216,4057,3543,3026,3,0.11904919147491455,3743,166,70,1,0.15617644786834717,4026,2256,1623,2,0.03550649806857109,147,13,0,2022-07-04T07:32:37,-208,-3.4519949999999997,-206757,-3.4459500000000003,96.46148420283062
1656909159,954300,2506290,4056,3541,3022,3,0.11956177651882172,3742,166,69,1,0.1557045429944992,4022,2251,1618,2,0.03583121299743652,157,13,0,2022-07-04T07:32:39,-206,-3.4174283333333335,-204683,-3.411383333333333,96.98151741991244
1656909162,34300,2508370,4059,3542,3023,3,0.11943353712558746,3743,166,69,1,0.15617644786834717,4023,2253,1619,2,0.03570098802447319,166,13,0,2022-07-04T07:32:42,-203,-3.3827616666666667,-202603,-3.376716666666667,96.71185405701564
1656909163,490300,2509826,4055,3542,3024,3,0.11930535733699799,3742,165,69,1,0.1557045429944992,4023,2251,1617,2,0.03583121299743652,174,13,0,2022-07-04T07:32:43,-202,-3.358495,-201147,-3.3524499999999997,96.35367273998561
1656909164,615300,2510951,4056,3542,3025,3,0.11917725205421448,3741,165,69,1,0.15523526072502136,4022,2251,1618,2,0.03583121299743652,183,13,0,2022-07-04T07:32:44,-201,-3.339745,-200022,-3.3337,96.20814748566485
1656909165,706300,2512042,4056,3542,3025,3,0.11917725205421448,3741,165,69,1,0.15523526072502136,4022,2251,1617,2,0.03583121299743652,192,13,0,2022-07-04T07:32:45,-200,-3.3215616666666667,-198931,-3.315516666666667,96.3717501377064
1656909167,157100,2513769,4056,3544,3026,3,0.11904919147491455,3744,165,70,1,0.15665100514888763,4022,2251,1618,2,0.03583121299743652,201,13,0,2022-07-04T07:32:47,-198,-3.2973816666666664,-197204,-3.2867333333333333,96.89902178169896
1656909169,115100,2515727,4056,3540,3022,3,0.11956177651882172,3741,165,70,1,0.15523526072502136,4022,2250,1616,2,0.035896483808755875,210,13,0,2022-07-04T07:32:49,-196,-3.264748333333333,-195246,-3.2541,97.30014820946826
1656909170,863100,2517475,4056,3540,3021,3,0.11969007551670074,3741,164,69,1,0.15523526072502136,4020,2249,1616,2,0.035961877554655075,219,13,0,2022-07-04T07:32:50,-195,-3.235615,-193498,-3.2249666666666665,96.70606877011458
1656909172,230600,2518566,4056,3541,3023,3,0.11943353712558746,3741,165,69,1,0.15523526072502136,4023,2249,1616,2,0.035961877554655075,227,13,0,2022-07-04T07:32:52,-193,-3.212823333333333,-192407,-3.2067833333333335,96.17378997802734
1656909173,321600,2519657,4056,3542,3023,3,0.11943353712558746,3740,164,70,1,0.15476858615875244,4022,2249,1616,2,0.035961877554655075,236,13,0,2022-07-04T07:32:53,-192,-3.19464,-191316,-3.1886,96.26247193249242
1656909175,115600,2521451,4056,3542,3023,3,0.11943353712558746,3742,164,70,1,0.1557045429944992,4022,2252,1617,2,0.035766035318374634,246,13,0,2022-07-04T07:32:55,-190,-3.16474,-189522,-3.1587,96.95791099928957
1656909177,5600,2523341,4055,3539,3020,3,0.11981842666864395,3739,165,70,1,0.15430450439453125,4023,2247,1615,2,0.036093004047870636,254,13,0,2022-07-04T07:32:57,-188,-3.1332400000000002,-187632,-3.1272,97.47473287066406
1656909178,620500,2525110,4056,3542,3022,3,0.11956177651882172,3742,165,70,1,0.1557045429944992,4023,2250,1617,2,0.035896483808755875,7,13,0,2022-07-04T07:32:58,-187,-3.106325,-185863,-3.0977166666666665,97.02071501483262
1656909180,293800,2526629,4056,3541,3022,3,0.11956177651882172,3740,165,69,1,0.15476858615875244,4022,2246,1614,2,0.0361587293446064,16,13,0,2022-07-04T07:33:00,-185,-3.0784366666666667,-184344,-3.0724,96.30744248765198
1656909181,384800,2527720,4056,3542,3023,3,0.11943353712558746,3740,164,69,1,0.15476858615875244,4022,2248,1615,2,0.03602737933397293,24,13,0,2022-07-04T07:33:01,-184,-3.0602533333333333,-183253,-3.0542166666666666,96.15250499168138
1656909182,452800,2528788,4057,3542,3024,3,0.11930535733699799,3740,164,69,1,0.15476858615875244,4023,2248,1614,2,0.03602737933397293,35,13,0,2022-07-04T07:33:02,-183,-3.0424533333333335,-182185,-3.0364166666666668,96.25116736853766
1656909183,935800,2530535,4056,3540,3020,3,0.11981842666864395,3740,164,69,1,0.15476858615875244,4022,2247,1614,2,0.036093004047870636,46,13,0,2022-07-04T07:33:03,-182,-3.0177366666666665,-180438,-3.0073,96.80634639857588
1656909186,165800,2532765,4056,3539,3020,3,0.11981842666864395,3740,165,69,1,0.15476858615875244,4023,2246,1613,2,0.0361587293446064,54,13,0,2022-07-04T07:33:06,-179,-2.98057,-178208,-2.9701333333333335,97.05578161887072
1656909187,967900,2534303,4056,3541,3022,3,0.11956177651882172,3740,164,69,1,0.15476858615875244,4022,2247,1614,2,0.036093004047870636,63,13,0,2022-07-04T07:33:07,-178,-2.9505350000000004,-176670,-2.9444999999999997,96.61348954074701
1656909189,58900,2535394,4056,3541,3023,3,0.11943353712558746,3740,164,70,1,0.15476858615875244,4022,2247,1614,2,0.036093004047870636,72,13,0,2022-07-04T07:33:09,-176,-2.932351666666667,-175579,-2.9263166666666667,96.20814748566485
1656909190,183900,2536519,4057,3540,3023,3,0.11943353712558746,3740,165,70,1,0.15476858615875244,4023,2247,1613,2,0.036093004047870636,81,13,0,2022-07-04T07:33:10,-175,-2.9136016666666666,-174454,-2.907566666666667,96.66304482877186
1656909191,801500,2538551,4056,3540,3021,3,0.11969007551670074,3740,162,67,1,0.15476858615875244,4030,2260,1629,2,0.03524872660636902,90,13,0,2022-07-04T07:33:11,-174,-2.8866416666666668,-172422,-2.8737,97.1352722869719
1656909193,759500,2540509,4056,3539,3020,3,0.11981842666864395,3740,165,69,1,0.15476858615875244,4022,2246,1613,2,0.0361587293446064,99,13,0,2022-07-04T07:33:13,-172,-2.8540083333333333,-170464,-2.841066666666667,96.85700555955941
